genome	hoc	gene_count
HOR9043_chrNH	HOC023653	3
HOR9043_chrNH	HOC028147	1
HOR9043_chrNH	HOC030090	1
HOR9043_chrNH	HOC030270	1
HOR9043_chrNH	HOC030518	1
HOR9043_chrNH	HOC031817	1
HOR9043_chrNH	HOC032770	1
HOR9043_chrNH	HOC032771	1
HOR9043_chrNH	HOC033072	1
HOR9043_chrNH	HOC033738	1
HOR9043_chrNH	HOC035086	1
HOR9043_chrNH	HOC035193	1
HOR9043_chrNH	HOC035495	1
HOR9043_chrNH	HOC035675	1
HOR9043_chrNH	HOC036238	1
HOR9043_chrNH	HOC038588	1
HOR9043_chrNH	HOC039872	1
HOR9043_chrNH	HOC044641	1
HOR9043_chrNH	HOC047465	1
HOR9043_chrNH	HOC047654	1
HOR9043_chrNH	HOC047826	2
HOR9043_chrNH	HOC047909	1
HOR9043_chrNH	HOC050858	1
HOR9043_chrNH	HOC050878	1
HOR9043_chrNH	HOC053197	2
HOR9043_chrNH	HOC053304	1
HOR9043_chrNH	HOC057250	2
HOR9043_chrNH	HOC064328	1
HOR9043_chrNH	HOC067028	1
HOR9043_chrNH	HOC082514	1
HOR9043_chrNH	HOC082808	1
HOR9043_chrNH	HOC083068	1
HOR9043_chrNH	HOC123664	1
HOR9043_chrNH	HOC155453	1
HOR9043_chrNH	HOC342845	1
HOR9043_chrNH	HOC343015	1
HOR9043_chrNH	HOC343063	1
HOR9043_chrNH	HOC343109	1
HOR9043_chrNH	HOC343300	1
HOR9043_chrNH	HOC344065	1
HOR9043_chrNH	HOC344328	1
HOR9043_chrNH	HOC344495	1
HOR9043_chrNH	HOC344497	1
Hockett_chrNH	HOC000359	4
Hockett_chrNH	HOC000811	4
Hockett_chrNH	HOC001177	2
Hockett_chrNH	HOC001471	2
Hockett_chrNH	HOC001516	1
Hockett_chrNH	HOC003999	1
Hockett_chrNH	HOC004266	1
Hockett_chrNH	HOC005133	1
Hockett_chrNH	HOC005252	1
Hockett_chrNH	HOC005697	1
Hockett_chrNH	HOC005795	1
Hockett_chrNH	HOC006000	1
Hockett_chrNH	HOC006100	1
Hockett_chrNH	HOC006280	1
Hockett_chrNH	HOC006786	1
Hockett_chrNH	HOC009473	1
Hockett_chrNH	HOC010400	1
Hockett_chrNH	HOC010694	1
Hockett_chrNH	HOC011076	1
Hockett_chrNH	HOC011644	1
Hockett_chrNH	HOC012251	2
Hockett_chrNH	HOC013366	1
Hockett_chrNH	HOC013787	1
Hockett_chrNH	HOC016423	1
Hockett_chrNH	HOC016437	1
Hockett_chrNH	HOC017870	1
Hockett_chrNH	HOC023653	5
Hockett_chrNH	HOC028147	1
Hockett_chrNH	HOC030090	2
Hockett_chrNH	HOC030270	1
Hockett_chrNH	HOC030518	2
Hockett_chrNH	HOC031817	1
Hockett_chrNH	HOC032770	1
Hockett_chrNH	HOC032771	1
Hockett_chrNH	HOC033072	1
Hockett_chrNH	HOC033738	1
Hockett_chrNH	HOC033970	1
Hockett_chrNH	HOC035086	1
Hockett_chrNH	HOC035193	1
Hockett_chrNH	HOC035495	1
Hockett_chrNH	HOC035675	1
Hockett_chrNH	HOC036238	1
Hockett_chrNH	HOC038588	1
Hockett_chrNH	HOC039872	1
Hockett_chrNH	HOC040009	1
Hockett_chrNH	HOC040196	1
Hockett_chrNH	HOC044641	1
Hockett_chrNH	HOC047465	1
Hockett_chrNH	HOC047826	1
Hockett_chrNH	HOC047909	1
Hockett_chrNH	HOC053292	1
Hockett_chrNH	HOC053304	1
Hockett_chrNH	HOC053639	1
Hockett_chrNH	HOC057167	1
Hockett_chrNH	HOC066828	1
Hockett_chrNH	HOC082614	1
Hockett_chrNH	HOC082793	1
Hockett_chrNH	HOC123366	1
Hockett_chrNH	HOC155453	1
Hockett_chrNH	HOC318886	1
Hockett_chrNH	HOC318931	1
Hockett_chrNH	HOC319041	1
Hockett_chrNH	HOC320868	1
IR64_ChrN	HOC000359	3
IR64_ChrN	HOC001471	2
IR64_ChrN	HOC001516	1
IR64_ChrN	HOC003999	1
IR64_ChrN	HOC004266	1
IR64_ChrN	HOC005133	1
IR64_ChrN	HOC005252	1
IR64_ChrN	HOC005697	1
IR64_ChrN	HOC005795	1
IR64_ChrN	HOC006000	1
IR64_ChrN	HOC006100	1
IR64_ChrN	HOC006280	1
IR64_ChrN	HOC006786	1
IR64_ChrN	HOC008249	1
IR64_ChrN	HOC010400	1
IR64_ChrN	HOC010694	1
IR64_ChrN	HOC011076	1
IR64_ChrN	HOC011644	1
IR64_ChrN	HOC013366	1
IR64_ChrN	HOC013787	1
IR64_ChrN	HOC027466	1
IR64_ChrN	HOC038613	2
IR64_ChrN	HOC040537	3
IR64_ChrN	HOC051210	2
IR64_ChrN	HOC054011	1
IR64_ChrN	HOC054324	1
IR64_ChrN	HOC057958	1
IR64_ChrN	HOC061766	1
IR64_ChrN	HOC062418	1
IR64_ChrN	HOC062738	1
IR64_ChrN	HOC066231	1
IR64_ChrN	HOC067892	1
IR64_ChrN	HOC068633	1
IR64_ChrN	HOC069554	2
IR64_ChrN	HOC078873	1
IR64_ChrN	HOC083752	1
IR64_ChrN	HOC088920	1
IR64_ChrN	HOC089333	1
IR64_ChrN	HOC089604	1
IR64_ChrN	HOC090174	1
IR64_ChrN	HOC090315	1
IR64_ChrN	HOC097900	1
IR64_ChrN	HOC098255	1
IR64_ChrN	HOC098414	1
IR64_ChrN	HOC107747	1
IR64_ChrN	HOC108106	1
IR64_ChrN	HOC108622	1
IR64_ChrN	HOC109227	1
IR64_ChrN	HOC124872	1
IR64_ChrN	HOC125535	1
IR64_ChrN	HOC126587	1
IR64_ChrN	HOC128364	1
IR64_ChrN	HOC162637	1
IR64_ChrN	HOC162643	1
IR64_ChrN	HOC162794	1
IR64_ChrN	HOC392906	1
IR64_ChrN	HOC393030	1
IR64_ChrN	HOC393511	1
IR64_ChrN	HOC394135	1
IR64_ChrN	HOC394230	1
IR64_ChrN	HOC394514	1
IWGSCv1p1_chrNA	HOC000359	4
IWGSCv1p1_chrNA	HOC000811	5
IWGSCv1p1_chrNA	HOC001177	1
IWGSCv1p1_chrNA	HOC001471	2
IWGSCv1p1_chrNA	HOC001516	2
IWGSCv1p1_chrNA	HOC003999	1
IWGSCv1p1_chrNA	HOC004266	1
IWGSCv1p1_chrNA	HOC005133	1
IWGSCv1p1_chrNA	HOC005252	1
IWGSCv1p1_chrNA	HOC005697	1
IWGSCv1p1_chrNA	HOC005795	1
IWGSCv1p1_chrNA	HOC006000	1
IWGSCv1p1_chrNA	HOC006100	1
IWGSCv1p1_chrNA	HOC006280	1
IWGSCv1p1_chrNA	HOC006786	1
IWGSCv1p1_chrNA	HOC008249	1
IWGSCv1p1_chrNA	HOC009473	1
IWGSCv1p1_chrNA	HOC010400	1
IWGSCv1p1_chrNA	HOC010694	1
IWGSCv1p1_chrNA	HOC011076	1
IWGSCv1p1_chrNA	HOC011644	1
IWGSCv1p1_chrNA	HOC012251	1
IWGSCv1p1_chrNA	HOC013366	1
IWGSCv1p1_chrNA	HOC013787	1
IWGSCv1p1_chrNA	HOC016423	1
IWGSCv1p1_chrNA	HOC016437	1
IWGSCv1p1_chrNA	HOC017870	1
IWGSCv1p1_chrNA	HOC023151	1
IWGSCv1p1_chrNA	HOC023174	1
IWGSCv1p1_chrNA	HOC023293	1
IWGSCv1p1_chrNA	HOC023424	1
IWGSCv1p1_chrNA	HOC024995	1
IWGSCv1p1_chrNA	HOC031372	1
IWGSCv1p1_chrNA	HOC042953	1
IWGSCv1p1_chrNA	HOC043271	1
IWGSCv1p1_chrNA	HOC045856	1
IWGSCv1p1_chrNA	HOC045980	1
IWGSCv1p1_chrNA	HOC048900	1
IWGSCv1p1_chrNB	HOC000359	4
IWGSCv1p1_chrNB	HOC000811	3
IWGSCv1p1_chrNB	HOC001177	4
IWGSCv1p1_chrNB	HOC001471	2
IWGSCv1p1_chrNB	HOC001516	2
IWGSCv1p1_chrNB	HOC003999	1
IWGSCv1p1_chrNB	HOC004266	1
IWGSCv1p1_chrNB	HOC005133	1
IWGSCv1p1_chrNB	HOC005252	1
IWGSCv1p1_chrNB	HOC005697	1
IWGSCv1p1_chrNB	HOC005795	1
IWGSCv1p1_chrNB	HOC006000	1
IWGSCv1p1_chrNB	HOC006100	1
IWGSCv1p1_chrNB	HOC006280	1
IWGSCv1p1_chrNB	HOC006786	1
IWGSCv1p1_chrNB	HOC008249	1
IWGSCv1p1_chrNB	HOC009473	1
IWGSCv1p1_chrNB	HOC010400	1
IWGSCv1p1_chrNB	HOC010694	1
IWGSCv1p1_chrNB	HOC011076	1
IWGSCv1p1_chrNB	HOC011644	1
IWGSCv1p1_chrNB	HOC012251	1
IWGSCv1p1_chrNB	HOC013787	1
IWGSCv1p1_chrNB	HOC016423	1
IWGSCv1p1_chrNB	HOC016437	1
IWGSCv1p1_chrNB	HOC017870	1
IWGSCv1p1_chrNB	HOC023151	1
IWGSCv1p1_chrNB	HOC023293	1
IWGSCv1p1_chrNB	HOC023424	2
IWGSCv1p1_chrNB	HOC023932	1
IWGSCv1p1_chrNB	HOC024871	1
IWGSCv1p1_chrNB	HOC041114	1
IWGSCv1p1_chrNB	HOC049241	1
IWGSCv1p1_chrNB	HOC059860	1
IWGSCv1p1_chrNB	HOC081568	1
IWGSCv1p1_chrNB	HOC093431	1
IWGSCv1p1_chrND	HOC000359	5
IWGSCv1p1_chrND	HOC000811	4
IWGSCv1p1_chrND	HOC001177	1
IWGSCv1p1_chrND	HOC001471	2
IWGSCv1p1_chrND	HOC001516	2
IWGSCv1p1_chrND	HOC003999	1
IWGSCv1p1_chrND	HOC004266	1
IWGSCv1p1_chrND	HOC005133	1
IWGSCv1p1_chrND	HOC005252	1
IWGSCv1p1_chrND	HOC005697	1
IWGSCv1p1_chrND	HOC005795	1
IWGSCv1p1_chrND	HOC006000	1
IWGSCv1p1_chrND	HOC006100	1
IWGSCv1p1_chrND	HOC006280	1
IWGSCv1p1_chrND	HOC006786	1
IWGSCv1p1_chrND	HOC008249	1
IWGSCv1p1_chrND	HOC009473	1
IWGSCv1p1_chrND	HOC010400	1
IWGSCv1p1_chrND	HOC010694	1
IWGSCv1p1_chrND	HOC011076	1
IWGSCv1p1_chrND	HOC011644	1
IWGSCv1p1_chrND	HOC012251	1
IWGSCv1p1_chrND	HOC013366	1
IWGSCv1p1_chrND	HOC013787	1
IWGSCv1p1_chrND	HOC016423	1
IWGSCv1p1_chrND	HOC016437	1
IWGSCv1p1_chrND	HOC017870	1
IWGSCv1p1_chrND	HOC023151	2
IWGSCv1p1_chrND	HOC023174	1
IWGSCv1p1_chrND	HOC023932	1
IWGSCv1p1_chrND	HOC024871	1
IWGSCv1p1_chrND	HOC027466	1
IWGSCv1p1_chrND	HOC029522	1
IWGSCv1p1_chrND	HOC030849	1
IWGSCv1p1_chrND	HOC044289	1
IWGSCv1p1_chrND	HOC049103	1
IWGSCv1p1_chrND	HOC093644	1
Igri_chrNH	HOC000359	4
Igri_chrNH	HOC000811	4
Igri_chrNH	HOC001177	2
Igri_chrNH	HOC001471	2
Igri_chrNH	HOC001516	1
Igri_chrNH	HOC003999	1
Igri_chrNH	HOC004266	1
Igri_chrNH	HOC005133	1
Igri_chrNH	HOC005252	1
Igri_chrNH	HOC005697	1
Igri_chrNH	HOC005795	1
Igri_chrNH	HOC006000	1
Igri_chrNH	HOC006100	1
Igri_chrNH	HOC006280	1
Igri_chrNH	HOC006786	1
Igri_chrNH	HOC008249	1
Igri_chrNH	HOC009473	1
Igri_chrNH	HOC010400	1
Igri_chrNH	HOC010694	1
Igri_chrNH	HOC011076	1
Igri_chrNH	HOC011644	1
Igri_chrNH	HOC012251	1
Igri_chrNH	HOC013366	1
Igri_chrNH	HOC013787	1
Igri_chrNH	HOC016423	1
Igri_chrNH	HOC016437	1
Igri_chrNH	HOC017870	1
Igri_chrNH	HOC023653	5
Igri_chrNH	HOC028147	1
Igri_chrNH	HOC030090	1
Igri_chrNH	HOC030270	1
Igri_chrNH	HOC031817	1
Igri_chrNH	HOC032770	1
Igri_chrNH	HOC032771	1
Igri_chrNH	HOC033072	1
Igri_chrNH	HOC033738	1
Igri_chrNH	HOC033970	1
Igri_chrNH	HOC035086	1
Igri_chrNH	HOC035193	1
Igri_chrNH	HOC035495	1
Igri_chrNH	HOC035675	1
Igri_chrNH	HOC036238	1
Igri_chrNH	HOC038588	1
Igri_chrNH	HOC039872	1
Igri_chrNH	HOC040009	1
Igri_chrNH	HOC040196	1
Igri_chrNH	HOC047909	1
Igri_chrNH	HOC050858	1
Igri_chrNH	HOC050878	1
Igri_chrNH	HOC053197	1
Igri_chrNH	HOC053292	1
Igri_chrNH	HOC057167	1
Igri_chrNH	HOC061248	1
Igri_chrNH	HOC066828	1
Igri_chrNH	HOC082808	1
Igri_chrNH	HOC087469	1
Igri_chrNH	HOC123366	1
Igri_chrNH	HOC156608	1
Igri_chrNH	HOC345709	1
Igri_chrNH	HOC345871	1
Igri_chrNH	HOC346593	1
KN9204_chrNA	HOC000359	5
KN9204_chrNA	HOC000811	4
KN9204_chrNA	HOC001177	1
KN9204_chrNA	HOC001471	2
KN9204_chrNA	HOC001516	2
KN9204_chrNA	HOC004266	1
KN9204_chrNA	HOC005133	1
KN9204_chrNA	HOC005252	1
KN9204_chrNA	HOC005697	1
KN9204_chrNA	HOC005795	1
KN9204_chrNA	HOC006000	1
KN9204_chrNA	HOC006100	1
KN9204_chrNA	HOC006280	1
KN9204_chrNA	HOC006786	1
KN9204_chrNA	HOC008249	1
KN9204_chrNA	HOC009473	1
KN9204_chrNA	HOC010694	1
KN9204_chrNA	HOC011076	1
KN9204_chrNA	HOC011644	1
KN9204_chrNA	HOC012251	1
KN9204_chrNA	HOC013366	1
KN9204_chrNA	HOC013787	1
KN9204_chrNA	HOC016423	1
KN9204_chrNA	HOC016437	1
KN9204_chrNA	HOC017870	1
KN9204_chrNA	HOC023174	1
KN9204_chrNA	HOC023293	2
KN9204_chrNA	HOC024995	1
KN9204_chrNA	HOC031372	1
KN9204_chrNA	HOC041236	1
KN9204_chrNA	HOC042953	1
KN9204_chrNA	HOC043271	1
KN9204_chrNA	HOC045856	1
KN9204_chrNA	HOC064328	1
KN9204_chrNA	HOC137487	1
KN9204_chrNA	HOC187122	1
KN9204_chrNA	HOC187451	1
KN9204_chrNA	HOC187867	1
KN9204_chrNA	HOC187870	1
KN9204_chrNA	HOC188495	1
KN9204_chrNA	HOC188966	1
KN9204_chrNA	HOC189220	1
KN9204_chrNA	HOC189319	1
KN9204_chrNB	HOC000359	5
KN9204_chrNB	HOC000811	7
KN9204_chrNB	HOC001177	4
KN9204_chrNB	HOC001471	2
KN9204_chrNB	HOC001516	2
KN9204_chrNB	HOC004266	1
KN9204_chrNB	HOC005133	1
KN9204_chrNB	HOC005252	1
KN9204_chrNB	HOC005697	1
KN9204_chrNB	HOC005795	1
KN9204_chrNB	HOC006000	1
KN9204_chrNB	HOC006100	1
KN9204_chrNB	HOC006280	1
KN9204_chrNB	HOC006786	1
KN9204_chrNB	HOC008249	1
KN9204_chrNB	HOC009473	1
KN9204_chrNB	HOC010694	1
KN9204_chrNB	HOC011076	1
KN9204_chrNB	HOC011644	1
KN9204_chrNB	HOC012251	1
KN9204_chrNB	HOC013787	1
KN9204_chrNB	HOC016437	1
KN9204_chrNB	HOC017870	1
KN9204_chrNB	HOC023293	1
KN9204_chrNB	HOC023424	1
KN9204_chrNB	HOC023932	1
KN9204_chrNB	HOC024995	1
KN9204_chrNB	HOC030090	1
KN9204_chrNB	HOC033738	1
KN9204_chrNB	HOC041114	1
KN9204_chrNB	HOC041236	1
KN9204_chrNB	HOC086357	1
KN9204_chrNB	HOC086888	1
KN9204_chrNB	HOC201991	1
KN9204_chrNB	HOC202057	1
KN9204_chrNB	HOC202305	1
KN9204_chrNB	HOC202494	1
KN9204_chrNB	HOC203489	1
KN9204_chrNB	HOC203899	1
KN9204_chrNB	HOC204157	1
KN9204_chrNB	HOC204186	1
KN9204_chrNB	HOC204725	1
KN9204_chrND	HOC000359	4
KN9204_chrND	HOC000811	2
KN9204_chrND	HOC001177	2
KN9204_chrND	HOC001471	2
KN9204_chrND	HOC001516	2
KN9204_chrND	HOC003999	1
KN9204_chrND	HOC004266	1
KN9204_chrND	HOC005133	1
KN9204_chrND	HOC005252	1
KN9204_chrND	HOC005697	1
KN9204_chrND	HOC005795	1
KN9204_chrND	HOC006000	1
KN9204_chrND	HOC006100	1
KN9204_chrND	HOC006280	1
KN9204_chrND	HOC006786	1
KN9204_chrND	HOC009473	1
KN9204_chrND	HOC010400	1
KN9204_chrND	HOC010694	1
KN9204_chrND	HOC011076	2
KN9204_chrND	HOC011644	1
KN9204_chrND	HOC012251	1
KN9204_chrND	HOC013366	1
KN9204_chrND	HOC013787	1
KN9204_chrND	HOC016423	1
KN9204_chrND	HOC016437	1
KN9204_chrND	HOC017870	1
KN9204_chrND	HOC023151	1
KN9204_chrND	HOC023174	1
KN9204_chrND	HOC023932	1
KN9204_chrND	HOC024871	1
KN9204_chrND	HOC024995	1
KN9204_chrND	HOC029522	1
KN9204_chrND	HOC041236	1
KN9204_chrND	HOC086888	1
KN9204_chrND	HOC103622	1
KN9204_chrND	HOC117207	1
KN9204_chrND	HOC117368	1
KN9204_chrND	HOC117391	1
KN9204_chrND	HOC117762	1
KN9204_chrND	HOC117869	1
KN9204_chrND	HOC212472	1
KN9204_chrND	HOC213113	1
Kariega_chrNA	HOC000359	3
Kariega_chrNA	HOC000811	5
Kariega_chrNA	HOC001471	2
Kariega_chrNA	HOC001516	1
Kariega_chrNA	HOC004266	1
Kariega_chrNA	HOC005133	1
Kariega_chrNA	HOC005252	1
Kariega_chrNA	HOC005697	1
Kariega_chrNA	HOC005795	1
Kariega_chrNA	HOC006000	1
Kariega_chrNA	HOC006100	1
Kariega_chrNA	HOC006280	1
Kariega_chrNA	HOC006786	1
Kariega_chrNA	HOC008249	1
Kariega_chrNA	HOC009473	1
Kariega_chrNA	HOC010694	1
Kariega_chrNA	HOC011076	1
Kariega_chrNA	HOC011644	1
Kariega_chrNA	HOC012251	1
Kariega_chrNA	HOC016437	1
Kariega_chrNA	HOC023174	1
Kariega_chrNA	HOC031372	1
Kariega_chrNA	HOC048900	1
Kariega_chrNA	HOC081095	3
Kariega_chrNA	HOC101284	1
Kariega_chrNA	HOC114398	1
Kariega_chrNA	HOC185545	1
Kariega_chrNA	HOC186781	1
Kariega_chrNB	HOC000359	5
Kariega_chrNB	HOC000811	4
Kariega_chrNB	HOC001471	2
Kariega_chrNB	HOC001516	1
Kariega_chrNB	HOC004266	1
Kariega_chrNB	HOC005133	1
Kariega_chrNB	HOC005252	1
Kariega_chrNB	HOC005697	1
Kariega_chrNB	HOC005795	1
Kariega_chrNB	HOC006000	1
Kariega_chrNB	HOC006100	1
Kariega_chrNB	HOC006280	1
Kariega_chrNB	HOC006786	1
Kariega_chrNB	HOC008249	1
Kariega_chrNB	HOC009473	1
Kariega_chrNB	HOC010694	1
Kariega_chrNB	HOC011076	1
Kariega_chrNB	HOC011644	1
Kariega_chrNB	HOC012251	1
Kariega_chrNB	HOC016437	1
Kariega_chrNB	HOC023293	1
Kariega_chrNB	HOC024871	1
Kariega_chrNB	HOC081568	1
Kariega_chrNB	HOC116386	1
Kariega_chrNB	HOC199382	1
Kariega_chrNB	HOC199427	1
Kariega_chrNB	HOC199819	1
Kariega_chrNB	HOC200602	1
Kariega_chrNB	HOC200876	1
Kariega_chrNB	HOC201110	1
Kariega_chrNB	HOC201278	1
Kariega_chrND	HOC000359	4
Kariega_chrND	HOC000811	5
Kariega_chrND	HOC001471	2
Kariega_chrND	HOC001516	1
Kariega_chrND	HOC004266	1
Kariega_chrND	HOC005133	1
Kariega_chrND	HOC005252	1
Kariega_chrND	HOC005697	1
Kariega_chrND	HOC005795	1
Kariega_chrND	HOC006000	1
Kariega_chrND	HOC006100	1
Kariega_chrND	HOC006280	1
Kariega_chrND	HOC006786	1
Kariega_chrND	HOC008249	1
Kariega_chrND	HOC009473	1
Kariega_chrND	HOC010694	1
Kariega_chrND	HOC011076	1
Kariega_chrND	HOC011644	1
Kariega_chrND	HOC012251	1
Kariega_chrND	HOC016437	1
Kariega_chrND	HOC023174	2
Kariega_chrND	HOC024871	1
Kariega_chrND	HOC029522	1
Kariega_chrND	HOC081095	2
Kariega_chrND	HOC143019	1
Kariega_chrND	HOC209977	1
Kariega_chrND	HOC209981	1
Kariega_chrND	HOC210394	1
LJ_ChrN	HOC000359	3
LJ_ChrN	HOC001471	2
LJ_ChrN	HOC001516	1
LJ_ChrN	HOC003999	1
LJ_ChrN	HOC004266	1
LJ_ChrN	HOC005133	1
LJ_ChrN	HOC005252	1
LJ_ChrN	HOC005697	1
LJ_ChrN	HOC005795	1
LJ_ChrN	HOC006000	1
LJ_ChrN	HOC006100	1
LJ_ChrN	HOC006280	1
LJ_ChrN	HOC006786	1
LJ_ChrN	HOC008249	1
LJ_ChrN	HOC010400	1
LJ_ChrN	HOC010694	1
LJ_ChrN	HOC011076	1
LJ_ChrN	HOC011644	1
LJ_ChrN	HOC013366	1
LJ_ChrN	HOC013787	1
LJ_ChrN	HOC027466	1
LJ_ChrN	HOC038613	2
LJ_ChrN	HOC040537	3
LJ_ChrN	HOC051210	2
LJ_ChrN	HOC054011	1
LJ_ChrN	HOC054324	1
LJ_ChrN	HOC057958	1
LJ_ChrN	HOC061766	1
LJ_ChrN	HOC062418	1
LJ_ChrN	HOC062738	2
LJ_ChrN	HOC066231	1
LJ_ChrN	HOC067892	1
LJ_ChrN	HOC068633	1
LJ_ChrN	HOC069554	2
LJ_ChrN	HOC078139	1
LJ_ChrN	HOC078873	1
LJ_ChrN	HOC083752	1
LJ_ChrN	HOC088714	1
LJ_ChrN	HOC089333	1
LJ_ChrN	HOC089604	1
LJ_ChrN	HOC090174	1
LJ_ChrN	HOC090315	1
LJ_ChrN	HOC096047	1
LJ_ChrN	HOC096612	1
LJ_ChrN	HOC096918	1
LJ_ChrN	HOC097900	1
LJ_ChrN	HOC098255	1
LJ_ChrN	HOC098414	1
LJ_ChrN	HOC108622	1
LJ_ChrN	HOC109227	1
LJ_ChrN	HOC126794	1
LJ_ChrN	HOC127117	1
LJ_ChrN	HOC127291	1
LJ_ChrN	HOC128115	1
LJ_ChrN	HOC128364	1
LJ_ChrN	HOC161057	1
LJ_ChrN	HOC162643	1
LJ_ChrN	HOC394944	1
LJ_ChrN	HOC395474	1
LJ_ChrN	HOC395476	1
LeymusChinensis_LcNns	HOC000359	6
LeymusChinensis_LcNns	HOC000811	4
LeymusChinensis_LcNns	HOC001471	2
LeymusChinensis_LcNns	HOC001516	2
LeymusChinensis_LcNns	HOC004266	1
LeymusChinensis_LcNns	HOC005133	1
LeymusChinensis_LcNns	HOC005252	1
LeymusChinensis_LcNns	HOC005697	1
LeymusChinensis_LcNns	HOC005795	1
LeymusChinensis_LcNns	HOC006000	1
LeymusChinensis_LcNns	HOC006100	1
LeymusChinensis_LcNns	HOC006280	1
LeymusChinensis_LcNns	HOC006786	1
LeymusChinensis_LcNns	HOC008249	1
LeymusChinensis_LcNns	HOC009473	1
LeymusChinensis_LcNns	HOC010694	1
LeymusChinensis_LcNns	HOC011076	1
LeymusChinensis_LcNns	HOC011644	1
LeymusChinensis_LcNns	HOC012251	1
LeymusChinensis_LcNns	HOC013366	1
LeymusChinensis_LcNns	HOC013787	1
LeymusChinensis_LcNns	HOC016423	1
LeymusChinensis_LcNns	HOC031817	2
LeymusChinensis_LcNns	HOC076809	1
LeymusChinensis_LcNns	HOC178899	1
LeymusChinensis_LcNns	HOC492931	1
LeymusChinensis_LcNns	HOC493072	1
LeymusChinensis_LcNns	HOC493271	2
LeymusChinensis_LcNns	HOC493277	2
LeymusChinensis_LcNns	HOC493360	1
LeymusChinensis_LcNns	HOC494238	1
LeymusChinensis_LcNns	HOC496965	1
LeymusChinensis_LcNns	HOC497218	1
LeymusChinensis_LcNns	HOC497506	1
LeymusChinensis_LcNns	HOC497633	1
LeymusChinensis_LcNns	HOC497754	1
LeymusChinensis_LcNns	HOC498018	1
LeymusChinensis_LcNns	HOC498121	1
LeymusChinensis_LcNxm	HOC000359	12
LeymusChinensis_LcNxm	HOC000811	24
LeymusChinensis_LcNxm	HOC001471	2
LeymusChinensis_LcNxm	HOC001516	1
LeymusChinensis_LcNxm	HOC004266	1
LeymusChinensis_LcNxm	HOC005133	1
LeymusChinensis_LcNxm	HOC005252	1
LeymusChinensis_LcNxm	HOC005697	1
LeymusChinensis_LcNxm	HOC005795	1
LeymusChinensis_LcNxm	HOC006000	1
LeymusChinensis_LcNxm	HOC006100	1
LeymusChinensis_LcNxm	HOC006280	1
LeymusChinensis_LcNxm	HOC006786	1
LeymusChinensis_LcNxm	HOC008249	1
LeymusChinensis_LcNxm	HOC009473	1
LeymusChinensis_LcNxm	HOC010400	1
LeymusChinensis_LcNxm	HOC010694	1
LeymusChinensis_LcNxm	HOC011076	1
LeymusChinensis_LcNxm	HOC011644	1
LeymusChinensis_LcNxm	HOC012251	2
LeymusChinensis_LcNxm	HOC013366	1
LeymusChinensis_LcNxm	HOC013787	1
LeymusChinensis_LcNxm	HOC016423	1
LeymusChinensis_LcNxm	HOC016437	1
LeymusChinensis_LcNxm	HOC017870	1
LeymusChinensis_LcNxm	HOC023174	1
LeymusChinensis_LcNxm	HOC023293	1
LeymusChinensis_LcNxm	HOC023424	1
LeymusChinensis_LcNxm	HOC031817	1
LeymusChinensis_LcNxm	HOC076262	2
LeymusChinensis_LcNxm	HOC076809	1
LeymusChinensis_LcNxm	HOC093431	2
LeymusChinensis_LcNxm	HOC119610	1
LeymusChinensis_LcNxm	HOC154562	1
LeymusChinensis_LcNxm	HOC178899	1
LeymusChinensis_LcNxm	HOC499315	2
LeymusChinensis_LcNxm	HOC499354	1
LeymusChinensis_LcNxm	HOC499525	1
LeymusChinensis_LcNxm	HOC500657	6
LeymusChinensis_LcNxm	HOC500940	1
LeymusChinensis_LcNxm	HOC501258	1
LeymusChinensis_LcNxm	HOC501545	1
LeymusChinensis_LcNxm	HOC501661	1
LeymusChinensis_LcNxm	HOC502249	5
LeymusChinensis_LcNxm	HOC503366	1
LeymusChinensis_LcNxm	HOC503512	1
LeymusChinensis_LcNxm	HOC504295	1
LeymusChinensis_LcNxm	HOC506043	1
LeymusChinensis_LcNxm	HOC506045	1
LeymusChinensis_LcNxm	HOC506481	2
LeymusChinensis_LcNxm	HOC506716	1
LeymusChinensis_LcNxm	HOC507033	1
LeymusChinensis_LcNxm	HOC507858	1
LeymusChinensis_LcNxm	HOC508447	1
LeymusChinensis_LcNxm	HOC508786	1
LeymusChinensis_LcNxm	HOC509130	1
MH63RS3_ChrN	HOC000359	3
MH63RS3_ChrN	HOC001471	2
MH63RS3_ChrN	HOC001516	1
MH63RS3_ChrN	HOC003999	1
MH63RS3_ChrN	HOC004266	1
MH63RS3_ChrN	HOC005133	1
MH63RS3_ChrN	HOC005252	1
MH63RS3_ChrN	HOC005795	1
MH63RS3_ChrN	HOC006000	1
MH63RS3_ChrN	HOC006100	1
MH63RS3_ChrN	HOC006280	1
MH63RS3_ChrN	HOC006786	1
MH63RS3_ChrN	HOC008249	1
MH63RS3_ChrN	HOC010400	1
MH63RS3_ChrN	HOC010694	1
MH63RS3_ChrN	HOC011076	1
MH63RS3_ChrN	HOC011644	1
MH63RS3_ChrN	HOC013366	1
MH63RS3_ChrN	HOC013787	1
MH63RS3_ChrN	HOC027466	1
MH63RS3_ChrN	HOC038613	1
MH63RS3_ChrN	HOC040537	4
MH63RS3_ChrN	HOC051210	2
MH63RS3_ChrN	HOC054011	1
MH63RS3_ChrN	HOC054324	1
MH63RS3_ChrN	HOC057958	1
